antecedents,consequents,support,confidence,lift
"fossil_HIGH, season_AUTUMN",price_HIGH,0.07025807925088501,0.6626278944534195,1.9882242493502125
"fossil_HIGH, time_EVENING",renewable_LOW,0.06223592554527806,0.6612071580224447,1.9834515998295958
"is_WEEKDAY, time_MORNING",demand_HIGH,0.11776293251113396,0.6601056168987037,1.9804864709831087
"demand_HIGH, time_EVENING",fossil_HIGH,0.05392828594267443,0.6545391545391545,1.9637856535501073
"fossil_LOW, is_WEEKEND",price_LOW,0.08227703551444558,0.6520361990950225,1.9559410792070264
demand_HIGH,"fossil_HIGH, is_WEEKDAY",0.18233984241178486,0.5470663811563169,1.950197557413339
"fossil_HIGH, is_WEEKDAY",demand_HIGH,0.18233984241178486,0.6500101770812131,1.950197557413339
"demand_LOW, price_LOW",fossil_LOW,0.11499371931026607,0.648005148005148,1.9433496853017402
"demand_HIGH, renewable_LOW",price_HIGH,0.0591812264474135,0.6425914445133293,1.9281046015429928
"price_LOW, season_SPRING",renewable_HIGH,0.087672718967683,0.6426030550324336,1.927809165097301
"demand_HIGH, time_AFTERNOON",fossil_HIGH,0.07416923603973964,0.6413231300913355,1.924134184226064
"is_WEEKDAY, renewable_LOW",fossil_HIGH,0.16158501770012562,0.6406338426711942,1.922066144846817
"demand_HIGH, season_WINTER",fossil_HIGH,0.06332077195386548,0.6380897583429229,1.9144332381358375
"renewable_HIGH, season_SPRING",price_LOW,0.087672718967683,0.6360811930405965,1.9080801601289727
"fossil_HIGH, season_SUMMER",demand_HIGH,0.06235011990407674,0.6341463414634146,1.9026019741996134
"is_WEEKEND, price_LOW",fossil_LOW,0.08227703551444558,0.6341034103410341,1.9016587549165878
"demand_HIGH, fossil_HIGH",price_HIGH,0.1308381865935823,0.6319635962493105,1.8962155944338572
fossil_HIGH,"demand_HIGH, is_WEEKDAY",0.18233984241178486,0.5470663811563169,1.8959771642567993
"demand_HIGH, is_WEEKDAY",fossil_HIGH,0.18233984241178486,0.6319382606114574,1.895977164256799
"price_HIGH, time_AFTERNOON",fossil_HIGH,0.059466712344410186,0.6312121212121212,1.893798559470508
"price_HIGH, time_MORNING",demand_HIGH,0.06740322028091812,0.6301040832666133,1.8904741609133129
"price_HIGH, season_AUTUMN",fossil_HIGH,0.07025807925088501,0.6298950601484515,1.8898470378483905
"renewable_LOW, time_NIGHT",fossil_MED,0.0759392486011191,0.6272105635463334,1.8821152762701077
"is_WEEKEND, renewable_HIGH",price_LOW,0.06546191618134065,0.6268452706396939,1.8803747657760723
"is_WEEKDAY, price_HIGH",fossil_HIGH,0.171034600890716,0.625888006686168,1.8778248478118278
